"","year|sex|name|n|prop"
"9475","1884|M|Cornelius|88|7.169685267111513e-4"
"9476","1884|M|Lonnie|88|7.169685267111513e-4"
"9477","1884|M|Marshall|88|7.169685267111513e-4"
"9478","1884|M|Virgil|88|7.169685267111513e-4"
"9479","1884|M|Fredrick|86|7.00673787467716e-4"
"9480","1884|M|Irvin|86|7.00673787467716e-4"
"9481","1884|M|Claud|85|6.925264178459984e-4"
"9482","1884|M|Elijah|85|6.925264178459984e-4"
"9483","1884|M|Simon|85|6.925264178459984e-4"
"9484","1884|M|Mike|84|6.843790482242808e-4"
"9485","1884|M|Adam|83|6.762316786025632e-4"
"9486","1884|M|Emmett|83|6.762316786025632e-4"
"9487","1884|M|Jasper|83|6.762316786025632e-4"
"9488","1884|M|Silas|83|6.762316786025632e-4"
"9489","1884|M|Bill|82|6.680843089808456e-4"
"9490","1884|M|Reuben|82|6.680843089808456e-4"
"9491","1884|M|Wilbur|82|6.680843089808456e-4"
"9492","1884|M|Ollie|81|6.599369393591279e-4"
"9493","1884|M|Pete|81|6.599369393591279e-4"
"9494","1884|M|Irving|80|6.517895697374103e-4"
"9495","1884|M|Max|80|6.517895697374103e-4"
"9496","1884|M|Wiley|80|6.517895697374103e-4"
"9497","1884|M|Morris|78|6.35494830493975e-4"
"9498","1884|M|Wilson|78|6.35494830493975e-4"
"9499","1884|M|Moses|77|6.273474608722573e-4"
"9500","1884|M|Rudolph|77|6.273474608722573e-4"
"9501","1884|M|Timothy|77|6.273474608722573e-4"
"9502","1884|M|Ike|76|6.192000912505398e-4"
"9503","1884|M|Jeff|74|6.029053520071045e-4"
"9504","1884|M|Cecil|73|5.947579823853869e-4"
"9505","1884|M|Curtis|73|5.947579823853869e-4"
"9506","1884|M|Ellis|73|5.947579823853869e-4"
"9507","1884|M|Harley|73|5.947579823853869e-4"
"9508","1884|M|Marvin|73|5.947579823853869e-4"
"9509","1884|M|Edmund|72|5.866106127636692e-4"
"9510","1884|M|Austin|70|5.70315873520234e-4"
"9511","1884|M|Clayton|69|5.621685038985164e-4"
"9512","1884|M|Nicholas|69|5.621685038985164e-4"
"9513","1884|M|Sherman|69|5.621685038985164e-4"
"9514","1884|M|Christopher|68|5.540211342767987e-4"
"9515","1884|M|Mose|68|5.540211342767987e-4"
"9516","1884|M|Ora|68|5.540211342767987e-4"
"9517","1884|M|Abraham|67|5.458737646550811e-4"
"9518","1884|M|Eli|67|5.458737646550811e-4"
"9519","1884|M|Sylvester|67|5.458737646550811e-4"
"9520","1884|M|Dock|66|5.377263950333635e-4"
"9521","1884|M|Steve|66|5.377263950333635e-4"
"9522","1884|M|Augustus|65|5.295790254116458e-4"
"9523","1884|M|Cleve|65|5.295790254116458e-4"
"9524","1884|M|Anton|64|5.214316557899283e-4"
"9525","1884|M|Harrison|63|5.132842861682106e-4"
"9526","1884|M|Logan|63|5.132842861682106e-4"
"9527","1884|M|Alva|62|5.05136916546493e-4"
"9528","1884|M|Barney|62|5.05136916546493e-4"
"9529","1884|M|Blaine|62|5.05136916546493e-4"
"9530","1884|M|Pearl|62|5.05136916546493e-4"
"9531","1884|M|Glenn|61|4.969895469247753e-4"
"9532","1884|M|Hubert|61|4.969895469247753e-4"
"9533","1884|M|Solomon|60|4.888421773030577e-4"
"9534","1884|M|Donald|59|4.806948076813401e-4"
"9535","1884|M|Gustave|58|4.7254743805962246e-4"
"9536","1884|M|Byron|57|4.644000684379048e-4"
"9537","1884|M|Chris|57|4.644000684379048e-4"
"9538","1884|M|Marcus|57|4.644000684379048e-4"
"9539","1884|M|Joel|56|4.562526988161872e-4"
"9540","1884|M|Juan|56|4.562526988161872e-4"
"9541","1884|M|Millard|56|4.562526988161872e-4"
"9542","1884|M|Monroe|56|4.562526988161872e-4"
"9543","1884|M|Nathaniel|56|4.562526988161872e-4"
"9544","1884|M|Scott|56|4.562526988161872e-4"
"9545","1884|M|Andy|55|4.4810532919446956e-4"
"9546","1884|M|Clark|55|4.4810532919446956e-4"
"9547","1884|M|Ferdinand|55|4.4810532919446956e-4"
"9548","1884|M|Matt|55|4.4810532919446956e-4"
"9549","1884|M|Christian|54|4.399579595727519e-4"
"9550","1884|M|Lon|54|4.399579595727519e-4"
"9551","1884|M|Mathew|53|4.318105899510343e-4"
"9552","1884|M|Orville|53|4.318105899510343e-4"
"9553","1884|M|Bennie|51|4.155158507075991e-4"
"9554","1884|M|Emery|51|4.155158507075991e-4"
"9555","1884|M|Ervin|51|4.155158507075991e-4"
"9556","1884|M|Vincent|51|4.155158507075991e-4"
"9557","1884|M|Wade|51|4.155158507075991e-4"
"9558","1884|M|Bob|50|4.0736848108588144e-4"
"9559","1884|M|Columbus|50|4.0736848108588144e-4"
"9560","1884|M|Edd|50|4.0736848108588144e-4"
"9561","1884|M|Vernon|50|4.0736848108588144e-4"
"9562","1884|M|Arnold|49|3.992211114641638e-4"
"9563","1884|M|Conrad|49|3.992211114641638e-4"
"9564","1884|M|Preston|49|3.992211114641638e-4"
"9565","1884|M|Anderson|48|3.9107374184244617e-4"
"9566","1884|M|Elias|48|3.9107374184244617e-4"
"9567","1884|M|Julian|48|3.9107374184244617e-4"
"9568","1884|M|Nick|48|3.9107374184244617e-4"
"9569","1884|M|Don|47|3.8292637222072854e-4"
"9570","1884|M|Glen|47|3.8292637222072854e-4"
"9571","1884|M|Riley|47|3.8292637222072854e-4"
"9572","1884|M|Delbert|46|3.747790025990109e-4"
"9573","1884|M|Johnnie|46|3.747790025990109e-4"
"9574","1884|M|Abe|45|3.6663163297729327e-4"
"9575","1884|M|Emanuel|44|3.5848426335557563e-4"
"9576","1884|M|Louie|44|3.5848426335557563e-4"
"9577","1884|M|Arch|43|3.50336893733858e-4"
"9578","1884|M|Asa|43|3.50336893733858e-4"
"9579","1884|M|Edmond|43|3.50336893733858e-4"
"9580","1884|M|Ezra|43|3.50336893733858e-4"
"9581","1884|M|Roland|43|3.50336893733858e-4"
"9582","1884|M|Bud|42|3.421895241121404e-4"
"9583","1884|M|Grant|41|3.340421544904228e-4"
"9584","1884|M|Joshua|41|3.340421544904228e-4"
"9585","1884|M|Newton|41|3.340421544904228e-4"
"9586","1884|M|Tony|41|3.340421544904228e-4"
"9587","1884|M|Bruce|40|3.2589478486870515e-4"
"9588","1884|M|Clifton|40|3.2589478486870515e-4"
"9589","1884|M|Chas|39|3.177474152469875e-4"
"9590","1884|M|Elisha|39|3.177474152469875e-4"
"9591","1884|M|Gordon|39|3.177474152469875e-4"
"9592","1884|M|Jefferson|39|3.177474152469875e-4"
"9593","1884|M|Luke|39|3.177474152469875e-4"
"9594","1884|M|Miles|39|3.177474152469875e-4"
"9595","1884|M|Roger|39|3.177474152469875e-4"
"9596","1884|M|Burton|38|3.096000456252699e-4"
"9597","1884|M|Earle|38|3.096000456252699e-4"
"9598","1884|M|Emory|38|3.096000456252699e-4"
"9599","1884|M|Jeremiah|38|3.096000456252699e-4"
"9600","1884|M|Van|38|3.096000456252699e-4"
"9601","1884|M|Ward|38|3.096000456252699e-4"
"9602","1884|M|Cyrus|37|3.0145267600355225e-4"
"9603","1884|M|Dick|37|3.0145267600355225e-4"
"9604","1884|M|Jerome|37|3.0145267600355225e-4"
"9605","1884|M|Lyman|37|3.0145267600355225e-4"
"9606","1884|M|Ambrose|36|2.933053063818346e-4"
"9607","1884|M|Douglas|36|2.933053063818346e-4"
"9608","1884|M|Forrest|36|2.933053063818346e-4"
"9609","1884|M|Gustav|36|2.933053063818346e-4"
"9610","1884|M|Major|36|2.933053063818346e-4"
"9611","1884|M|Mary|36|2.933053063818346e-4"
"9612","1884|M|Neal|36|2.933053063818346e-4"
"9613","1884|M|Jonas|35|2.85157936760117e-4"
"9614","1884|M|Antonio|34|2.7701056713839935e-4"
"9615","1884|M|Irwin|34|2.7701056713839935e-4"
"9616","1884|M|Karl|34|2.7701056713839935e-4"
"9617","1884|M|Mitchell|34|2.7701056713839935e-4"
"9618","1884|M|Wayne|34|2.7701056713839935e-4"
"9619","1884|M|Abner|33|2.6886319751668177e-4"
"9620","1884|M|Forest|33|2.6886319751668177e-4"
"9621","1884|M|Jackson|33|2.6886319751668177e-4"
"9622","1884|M|Morgan|33|2.6886319751668177e-4"
"9623","1884|M|Wilfred|33|2.6886319751668177e-4"
"9624","1884|M|Benjiman|32|2.6071582789496413e-4"
"9625","1884|M|Clay|32|2.6071582789496413e-4"
"9626","1884|M|Clem|32|2.6071582789496413e-4"
"9627","1884|M|Nels|32|2.6071582789496413e-4"
"9628","1884|M|Omer|32|2.6071582789496413e-4"
"9629","1884|M|Royal|32|2.6071582789496413e-4"
"9630","1884|M|Sanford|32|2.6071582789496413e-4"
"9631","1884|M|Spencer|32|2.6071582789496413e-4"
"9632","1884|M|Green|31|2.525684582732465e-4"
"9633","1884|M|Lemuel|31|2.525684582732465e-4"
"9634","1884|M|Lucius|31|2.525684582732465e-4"
"9635","1884|M|Winfield|31|2.525684582732465e-4"
"9636","1884|M|Allan|30|2.4442108865152886e-4"
"9637","1884|M|Enoch|30|2.4442108865152886e-4"
"9638","1884|M|Garfield|30|2.4442108865152886e-4"
"9639","1884|M|Lorenzo|30|2.4442108865152886e-4"
"9640","1884|M|Loyd|30|2.4442108865152886e-4"
"9641","1884|M|Ole|30|2.4442108865152886e-4"
"9642","1884|M|Pedro|30|2.4442108865152886e-4"
"9643","1884|M|Abram|29|2.3627371902981123e-4"
"9644","1884|M|Archibald|29|2.3627371902981123e-4"
"9645","1884|M|Berry|29|2.3627371902981123e-4"
"9646","1884|M|Burt|29|2.3627371902981123e-4"
"9647","1884|M|Kenneth|29|2.3627371902981123e-4"
"9648","1884|M|Washington|29|2.3627371902981123e-4"
"9649","1884|M|Zack|29|2.3627371902981123e-4"
"9650","1884|M|Emile|28|2.281263494080936e-4"
"9651","1884|M|Johnie|28|2.281263494080936e-4"
"9652","1884|M|Napoleon|28|2.281263494080936e-4"
"9653","1884|M|Ruben|28|2.281263494080936e-4"
"9654","1884|M|Dee|27|2.1997897978637596e-4"
"9655","1884|M|Fletcher|27|2.1997897978637596e-4"
"9656","1884|M|Granville|27|2.1997897978637596e-4"
"9657","1884|M|Isom|27|2.1997897978637596e-4"
"9658","1884|M|Ivan|27|2.1997897978637596e-4"
"9659","1884|M|Josh|27|2.1997897978637596e-4"
"9660","1884|M|Lafayette|27|2.1997897978637596e-4"
"9661","1884|M|Lynn|27|2.1997897978637596e-4"
"9662","1884|M|Allie|26|2.1183161016465833e-4"
"9663","1884|M|Dudley|26|2.1183161016465833e-4"
"9664","1884|M|Elwood|26|2.1183161016465833e-4"
"9665","1884|M|Frederic|26|2.1183161016465833e-4"
"9666","1884|M|Hans|26|2.1183161016465833e-4"
"9667","1884|M|Jimmie|26|2.1183161016465833e-4"
"9668","1884|M|Pat|26|2.1183161016465833e-4"
"9669","1884|M|Wilbert|26|2.1183161016465833e-4"
"9670","1884|M|Emmet|25|2.0368424054294072e-4"
"9671","1884|M|General|25|2.0368424054294072e-4"
"9672","1884|M|Hal|25|2.0368424054294072e-4"
"9673","1884|M|Israel|25|2.0368424054294072e-4"
"9674","1884|M|Jason|25|2.0368424054294072e-4"
"9675","1884|M|Jean|25|2.0368424054294072e-4"
"9676","1884|M|Jordan|25|2.0368424054294072e-4"
"9677","1884|M|King|25|2.0368424054294072e-4"
"9678","1884|M|Boyd|24|1.9553687092122309e-4"
"9679","1884|M|Carey|24|1.9553687092122309e-4"
"9680","1884|M|Carroll|24|1.9553687092122309e-4"
"9681","1884|M|Elza|24|1.9553687092122309e-4"
"9682","1884|M|Freeman|24|1.9553687092122309e-4"
"9683","1884|M|Isiah|24|1.9553687092122309e-4"
"9684","1884|M|Laurence|24|1.9553687092122309e-4"
"9685","1884|M|Ned|24|1.9553687092122309e-4"
"9686","1884|M|Oren|24|1.9553687092122309e-4"
"9687","1884|M|Francisco|23|1.8738950129950545e-4"
"9688","1884|M|Isaiah|23|1.8738950129950545e-4"
"9689","1884|M|Neil|23|1.8738950129950545e-4"
"9690","1884|M|Sim|23|1.8738950129950545e-4"
"9691","1884|M|Ulysses|23|1.8738950129950545e-4"
"9692","1884|M|Wilber|23|1.8738950129950545e-4"
"9693","1884|M|Arther|22|1.7924213167778782e-4"
"9694","1884|M|Clement|22|1.7924213167778782e-4"
"9695","1884|M|Elliott|22|1.7924213167778782e-4"
"9696","1884|M|Evan|22|1.7924213167778782e-4"
"9697","1884|M|Josiah|22|1.7924213167778782e-4"
"9698","1884|M|Milo|22|1.7924213167778782e-4"
"9699","1884|M|Myron|22|1.7924213167778782e-4"
"9700","1884|M|Olin|22|1.7924213167778782e-4"
"9701","1884|M|Porter|22|1.7924213167778782e-4"
"9702","1884|M|Warner|22|1.7924213167778782e-4"
"9703","1884|M|Wm|22|1.7924213167778782e-4"
"9704","1884|M|Chauncey|21|1.710947620560702e-4"
"9705","1884|M|Dwight|21|1.710947620560702e-4"
"9706","1884|M|Gabriel|21|1.710947620560702e-4"
"9707","1884|M|Harmon|21|1.710947620560702e-4"
"9708","1884|M|Herschel|21|1.710947620560702e-4"
"9709","1884|M|Jonathan|21|1.710947620560702e-4"
"9710","1884|M|Judge|21|1.710947620560702e-4"
"9711","1884|M|Leander|21|1.710947620560702e-4"
"9712","1884|M|Rollie|21|1.710947620560702e-4"
"9713","1884|M|Seth|21|1.710947620560702e-4"
"9714","1884|M|Stewart|21|1.710947620560702e-4"
"9715","1884|M|Taylor|21|1.710947620560702e-4"
"9716","1884|M|Tommie|21|1.710947620560702e-4"
"9717","1884|M|Alphonse|20|1.6294739243435258e-4"
"9718","1884|M|Anna|20|1.6294739243435258e-4"
"9719","1884|M|Carlton|20|1.6294739243435258e-4"
"9720","1884|M|Dewitt|20|1.6294739243435258e-4"
"9721","1884|M|Fay|20|1.6294739243435258e-4"
"9722","1884|M|Foster|20|1.6294739243435258e-4"
"9723","1884|M|Gust|20|1.6294739243435258e-4"
"9724","1884|M|Harris|20|1.6294739243435258e-4"
"9725","1884|M|Lucian|20|1.6294739243435258e-4"
"9726","1884|M|Lucious|20|1.6294739243435258e-4"
"9727","1884|M|Madison|20|1.6294739243435258e-4"
"9728","1884|M|Olaf|20|1.6294739243435258e-4"
"9729","1884|M|Pink|20|1.6294739243435258e-4"
"9730","1884|M|Raleigh|20|1.6294739243435258e-4"
"9731","1884|M|Sterling|20|1.6294739243435258e-4"
"9732","1884|M|Steven|20|1.6294739243435258e-4"
"9733","1884|M|Vern|20|1.6294739243435258e-4"
"9734","1884|M|Clarance|19|1.5480002281263494e-4"
"9735","1884|M|Dallas|19|1.5480002281263494e-4"
"9736","1884|M|Enos|19|1.5480002281263494e-4"
"9737","1884|M|Gerald|19|1.5480002281263494e-4"
"9738","1884|M|Hardy|19|1.5480002281263494e-4"
"9739","1884|M|Hosea|19|1.5480002281263494e-4"
"9740","1884|M|Judson|19|1.5480002281263494e-4"
"9741","1884|M|Loren|19|1.5480002281263494e-4"
"9742","1884|M|Merle|19|1.5480002281263494e-4"
"9743","1884|M|Orin|19|1.5480002281263494e-4"
"9744","1884|M|Phil|19|1.5480002281263494e-4"
"9745","1884|M|Sid|19|1.5480002281263494e-4"
"9746","1884|M|Simeon|19|1.5480002281263494e-4"
"9747","1884|M|Sol|19|1.5480002281263494e-4"
"9748","1884|M|Walker|19|1.5480002281263494e-4"
"9749","1884|M|Wash|19|1.5480002281263494e-4"
"9750","1884|M|West|19|1.5480002281263494e-4"
"9751","1884|M|Al|18|1.466526531909173e-4"
"9752","1884|M|Aubrey|18|1.466526531909173e-4"
"9753","1884|M|Benton|18|1.466526531909173e-4"
"9754","1884|M|Billie|18|1.466526531909173e-4"
"9755","1884|M|Clint|18|1.466526531909173e-4"
"9756","1884|M|Ephriam|18|1.466526531909173e-4"
"9757","1884|M|Florence|18|1.466526531909173e-4"
"9758","1884|M|Hamilton|18|1.466526531909173e-4"
"9759","1884|M|Larry|18|1.466526531909173e-4"
"9760","1884|M|Malcolm|18|1.466526531909173e-4"
"9761","1884|M|Noble|18|1.466526531909173e-4"
"9762","1884|M|Norris|18|1.466526531909173e-4"
"9763","1884|M|Rollin|18|1.466526531909173e-4"
"9764","1884|M|Smith|18|1.466526531909173e-4"
"9765","1884|M|Tomas|18|1.466526531909173e-4"
"9766","1884|M|Valentine|18|1.466526531909173e-4"
"9767","1884|M|Wilmer|18|1.466526531909173e-4"
"9768","1884|M|Addison|17|1.3850528356919967e-4"
"9769","1884|M|Adelbert|17|1.3850528356919967e-4"
"9770","1884|M|Adolphus|17|1.3850528356919967e-4"
"9771","1884|M|Alford|17|1.3850528356919967e-4"
"9772","1884|M|Caleb|17|1.3850528356919967e-4"
"9773","1884|M|Erwin|17|1.3850528356919967e-4"
"9774","1884|M|Henderson|17|1.3850528356919967e-4"
"9775","1884|M|Hugo|17|1.3850528356919967e-4"
"9776","1884|M|Jules|17|1.3850528356919967e-4"
"9777","1884|M|Lafe|17|1.3850528356919967e-4"
"9778","1884|M|Lum|17|1.3850528356919967e-4"
"9779","1884|M|Mat|17|1.3850528356919967e-4"
"9780","1884|M|Micheal|17|1.3850528356919967e-4"
"9781","1884|M|Murray|17|1.3850528356919967e-4"
"9782","1884|M|Otho|17|1.3850528356919967e-4"
"9783","1884|M|Prince|17|1.3850528356919967e-4"
"9784","1884|M|Randolph|17|1.3850528356919967e-4"
"9785","1884|M|Rolland|17|1.3850528356919967e-4"
"9786","1884|M|Alton|16|1.3035791394748207e-4"
"9787","1884|M|Avery|16|1.3035791394748207e-4"
"9788","1884|M|Axel|16|1.3035791394748207e-4"
"9789","1884|M|Bertram|16|1.3035791394748207e-4"
"9790","1884|M|Dell|16|1.3035791394748207e-4"
"9791","1884|M|Elizabeth|16|1.3035791394748207e-4"
"9792","1884|M|Elzie|16|1.3035791394748207e-4"
"9793","1884|M|Frances|16|1.3035791394748207e-4"
"9794","1884|M|Fritz|16|1.3035791394748207e-4"
"9795","1884|M|Haywood|16|1.3035791394748207e-4"
"9796","1884|M|Issac|16|1.3035791394748207e-4"
"9797","1884|M|Junius|16|1.3035791394748207e-4"
"9798","1884|M|Merton|16|1.3035791394748207e-4"
"9799","1884|M|Minor|16|1.3035791394748207e-4"
"9800","1884|M|Orval|16|1.3035791394748207e-4"
"9801","1884|M|Reginald|16|1.3035791394748207e-4"
"9802","1884|M|Shelby|16|1.3035791394748207e-4"
"9803","1884|M|Tim|16|1.3035791394748207e-4"
"9804","1884|M|Webster|16|1.3035791394748207e-4"
"9805","1884|M|Wilford|16|1.3035791394748207e-4"
"9806","1884|M|Angus|15|1.2221054432576443e-4"
"9807","1884|M|Arlie|15|1.2221054432576443e-4"
"9808","1884|M|Beverly|15|1.2221054432576443e-4"
"9809","1884|M|Christ|15|1.2221054432576443e-4"
"9810","1884|M|Dorsey|15|1.2221054432576443e-4"
"9811","1884|M|Emerson|15|1.2221054432576443e-4"
"9812","1884|M|Fate|15|1.2221054432576443e-4"
"9813","1884|M|Garrett|15|1.2221054432576443e-4"
"9814","1884|M|Harve|15|1.2221054432576443e-4"
"9815","1884|M|Houston|15|1.2221054432576443e-4"
"9816","1884|M|Johnny|15|1.2221054432576443e-4"
"9817","1884|M|Lew|15|1.2221054432576443e-4"
"9818","1884|M|Pierce|15|1.2221054432576443e-4"
"9819","1884|M|Rupert|15|1.2221054432576443e-4"
"9820","1884|M|Truman|15|1.2221054432576443e-4"
"9821","1884|M|Winfred|15|1.2221054432576443e-4"
"9822","1884|M|Abel|14|1.140631747040468e-4"
"9823","1884|M|Bascom|14|1.140631747040468e-4"
"9824","1884|M|Casper|14|1.140631747040468e-4"
"9825","1884|M|Coleman|14|1.140631747040468e-4"
"9826","1884|M|Early|14|1.140631747040468e-4"
"9827","1884|M|Elton|14|1.140631747040468e-4"
"9828","1884|M|Elvin|14|1.140631747040468e-4"
"9829","1884|M|Ernst|14|1.140631747040468e-4"
"9830","1884|M|Giles|14|1.140631747040468e-4"
"9831","1884|M|Harlan|14|1.140631747040468e-4"
"9832","1884|M|Leland|14|1.140631747040468e-4"
"9833","1884|M|Lonzo|14|1.140631747040468e-4"
"9834","1884|M|Luis|14|1.140631747040468e-4"
"9835","1884|M|Mason|14|1.140631747040468e-4"
"9836","1884|M|Mervin|14|1.140631747040468e-4"
"9837","1884|M|Rolla|14|1.140631747040468e-4"
"9838","1884|M|Albin|13|1.0591580508232916e-4"
"9839","1884|M|Bennett|13|1.0591580508232916e-4"
"9840","1884|M|Bertie|13|1.0591580508232916e-4"
"9841","1884|M|Buck|13|1.0591580508232916e-4"
"9842","1884|M|Carlos|13|1.0591580508232916e-4"
"9843","1884|M|Carson|13|1.0591580508232916e-4"
"9844","1884|M|Carter|13|1.0591580508232916e-4"
"9845","1884|M|Clair|13|1.0591580508232916e-4"
"9846","1884|M|Cliff|13|1.0591580508232916e-4"
"9847","1884|M|Dean|13|1.0591580508232916e-4"
"9848","1884|M|Ezekiel|13|1.0591580508232916e-4"
"9849","1884|M|Guss|13|1.0591580508232916e-4"
"9850","1884|M|Johnson|13|1.0591580508232916e-4"
"9851","1884|M|Jones|13|1.0591580508232916e-4"
"9852","1884|M|Lige|13|1.0591580508232916e-4"
"9853","1884|M|Mathias|13|1.0591580508232916e-4"
"9854","1884|M|Orange|13|1.0591580508232916e-4"
"9855","1884|M|Orrin|13|1.0591580508232916e-4"
"9856","1884|M|Oswald|13|1.0591580508232916e-4"
"9857","1884|M|Ramon|13|1.0591580508232916e-4"
"9858","1884|M|Rex|13|1.0591580508232916e-4"
"9859","1884|M|Rodney|13|1.0591580508232916e-4"
"9860","1884|M|Simpson|13|1.0591580508232916e-4"
"9861","1884|M|Sydney|13|1.0591580508232916e-4"
"9862","1884|M|Vance|13|1.0591580508232916e-4"
"9863","1884|M|Wilburn|13|1.0591580508232916e-4"
"9864","1884|M|Wyatt|13|1.0591580508232916e-4"
"9865","1884|M|Alpha|12|9.776843546061154e-5"
"9866","1884|M|Burley|12|9.776843546061154e-5"
"9867","1884|M|Clara|12|9.776843546061154e-5"
"9868","1884|M|Cloyd|12|9.776843546061154e-5"
"9869","1884|M|Doctor|12|9.776843546061154e-5"
"9870","1884|M|Ellsworth|12|9.776843546061154e-5"
"9871","1884|M|Elmo|12|9.776843546061154e-5"
"9872","1884|M|Ephraim|12|9.776843546061154e-5"
"9873","1884|M|Eric|12|9.776843546061154e-5"
"9874","1884|M|Garland|12|9.776843546061154e-5"
"9875","1884|M|Henery|12|9.776843546061154e-5"
"9876","1884|M|Howell|12|9.776843546061154e-5"
"9877","1884|M|Ivory|12|9.776843546061154e-5"
"9878","1884|M|Lem|12|9.776843546061154e-5"
"9879","1884|M|Lyle|12|9.776843546061154e-5"
"9880","1884|M|Mahlon|12|9.776843546061154e-5"
"9881","1884|M|Noel|12|9.776843546061154e-5"
"9882","1884|M|Orlando|12|9.776843546061154e-5"
"9883","1884|M|Ransom|12|9.776843546061154e-5"
"9884","1884|M|Rube|12|9.776843546061154e-5"
"9885","1884|M|Squire|12|9.776843546061154e-5"
"9886","1884|M|Thaddeus|12|9.776843546061154e-5"
"9887","1884|M|Vivian|12|9.776843546061154e-5"
"9888","1884|M|Aloysius|11|8.962106583889391e-5"
"9889","1884|M|Alvah|11|8.962106583889391e-5"
"9890","1884|M|Aron|11|8.962106583889391e-5"
"9891","1884|M|Bart|11|8.962106583889391e-5"
"9892","1884|M|Basil|11|8.962106583889391e-5"
"9893","1884|M|Bishop|11|8.962106583889391e-5"
"9894","1884|M|Burr|11|8.962106583889391e-5"
"9895","1884|M|Buster|11|8.962106583889391e-5"
"9896","1884|M|Cicero|11|8.962106583889391e-5"
"9897","1884|M|Dana|11|8.962106583889391e-5"
"9898","1884|M|Davis|11|8.962106583889391e-5"
"9899","1884|M|Dexter|11|8.962106583889391e-5"
"9900","1884|M|Elmore|11|8.962106583889391e-5"
"9901","1884|M|Gene|11|8.962106583889391e-5"
"9902","1884|M|Gustaf|11|8.962106583889391e-5"
"9903","1884|M|Heber|11|8.962106583889391e-5"
"9904","1884|M|Hector|11|8.962106583889391e-5"
"9905","1884|M|Jesus|11|8.962106583889391e-5"
"9906","1884|M|Jonah|11|8.962106583889391e-5"
"9907","1884|M|Lawson|11|8.962106583889391e-5"
"9908","1884|M|Lucien|11|8.962106583889391e-5"
"9909","1884|M|Marcellus|11|8.962106583889391e-5"
"9910","1884|M|Melville|11|8.962106583889391e-5"
"9911","1884|M|Merrill|11|8.962106583889391e-5"
"9912","1884|M|Milford|11|8.962106583889391e-5"
"9913","1884|M|Morton|11|8.962106583889391e-5"
"9914","1884|M|Odie|11|8.962106583889391e-5"
"9915","1884|M|Oral|11|8.962106583889391e-5"
"9916","1884|M|Pierre|11|8.962106583889391e-5"
"9917","1884|M|Randall|11|8.962106583889391e-5"
"9918","1884|M|Richmond|11|8.962106583889391e-5"
"9919","1884|M|Ronald|11|8.962106583889391e-5"
"9920","1884|M|Sandy|11|8.962106583889391e-5"
"9921","1884|M|Shirley|11|8.962106583889391e-5"
"9922","1884|M|Stuart|11|8.962106583889391e-5"
"9923","1884|M|Tracy|11|8.962106583889391e-5"
"9924","1884|M|Troy|11|8.962106583889391e-5"
"9925","1884|M|Watson|11|8.962106583889391e-5"
"9926","1884|M|Wendell|11|8.962106583889391e-5"
"9927","1884|M|Willam|11|8.962106583889391e-5"
"9928","1884|M|Williams|11|8.962106583889391e-5"
"9929","1884|M|Young|11|8.962106583889391e-5"
"9930","1884|M|Zeb|11|8.962106583889391e-5"
"9931","1884|M|Angelo|10|8.147369621717629e-5"
"9932","1884|M|Anson|10|8.147369621717629e-5"
"9933","1884|M|Art|10|8.147369621717629e-5"
"9934","1884|M|Artie|10|8.147369621717629e-5"
"9935","1884|M|Asbury|10|8.147369621717629e-5"
"9936","1884|M|Augustine|10|8.147369621717629e-5"
"9937","1884|M|Benjamine|10|8.147369621717629e-5"
"9938","1884|M|Buford|10|8.147369621717629e-5"
"9939","1884|M|Clare|10|8.147369621717629e-5"
"9940","1884|M|Crawford|10|8.147369621717629e-5"
"9941","1884|M|Dale|10|8.147369621717629e-5"
"9942","1884|M|Doc|10|8.147369621717629e-5"
"9943","1884|M|Dolphus|10|8.147369621717629e-5"
"9944","1884|M|Duncan|10|8.147369621717629e-5"
"9945","1884|M|Eben|10|8.147369621717629e-5"
"9946","1884|M|Emmitt|10|8.147369621717629e-5"
"9947","1884|M|Erastus|10|8.147369621717629e-5"
"9948","1884|M|Ethan|10|8.147369621717629e-5"
"9949","1884|M|Evert|10|8.147369621717629e-5"
"9950","1884|M|Fernando|10|8.147369621717629e-5"
"9951","1884|M|Finley|10|8.147369621717629e-5"
"9952","1884|M|Grace|10|8.147369621717629e-5"
"9953","1884|M|Hampton|10|8.147369621717629e-5"
"9954","1884|M|Hollis|10|8.147369621717629e-5"
"9955","1884|M|Hudson|10|8.147369621717629e-5"
"9956","1884|M|Joesph|10|8.147369621717629e-5"
"9957","1884|M|June|10|8.147369621717629e-5"
"9958","1884|M|Kelly|10|8.147369621717629e-5"
"9959","1884|M|Len|10|8.147369621717629e-5"
"9960","1884|M|Lenard|10|8.147369621717629e-5"
"9961","1884|M|Linus|10|8.147369621717629e-5"
"9962","1884|M|Lou|10|8.147369621717629e-5"
"9963","1884|M|Margaret|10|8.147369621717629e-5"
"9964","1884|M|Mortimer|10|8.147369621717629e-5"
"9965","1884|M|Reese|10|8.147369621717629e-5"
"9966","1884|M|Rush|10|8.147369621717629e-5"
"9967","1884|M|Sampson|10|8.147369621717629e-5"
"9968","1884|M|Seymour|10|8.147369621717629e-5"
"9969","1884|M|Solon|10|8.147369621717629e-5"
"9970","1884|M|Ted|10|8.147369621717629e-5"
"9971","1884|M|Terry|10|8.147369621717629e-5"
"9972","1884|M|Theadore|10|8.147369621717629e-5"
